source_seed_id,platform,source_title,handle,url,source_kind,source_scope_guess,priority,discovered_from,discovered_from_url,why_seeded,expected_value,known_risks,initial_status,monitoring_enabled,rights_policy,notes,profile_probe_enabled,comments_discovery_enabled,forward_repost_edge_enabled,seed_batch,source_profile_url,profile_probe_status
v2_063,telegram,Telegram photo discovery candidate 033,,https://tgstat.ru/search?query=photo+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram photo sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_064,telegram,Telegram russia_travel discovery candidate 034,,https://tgstat.ru/search?query=russia_travel+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram russia_travel sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_065,telegram,Telegram author discovery candidate 035,,https://tgstat.ru/search?query=author+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,author_channel,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram author sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_066,telegram,Telegram nature discovery candidate 036,,https://tgstat.ru/search?query=nature+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram nature sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_067,telegram,Telegram architecture discovery candidate 037,,https://tgstat.ru/search?query=architecture+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram architecture sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_068,telegram,Telegram history discovery candidate 038,,https://tgstat.ru/search?query=history+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram history sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_069,telegram,Telegram weekend discovery candidate 039,,https://tgstat.ru/search?query=weekend+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram weekend sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_070,telegram,Telegram roadtrip discovery candidate 040,,https://tgstat.ru/search?query=roadtrip+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram roadtrip sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_071,telegram,Telegram local_story discovery candidate 041,,https://tgstat.ru/search?query=local_story+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram local_story sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_072,telegram,Telegram outdoor discovery candidate 042,,https://tgstat.ru/search?query=outdoor+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram outdoor sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_073,telegram,Telegram coast discovery candidate 043,,https://tgstat.ru/search?query=coast+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram coast sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_074,telegram,Telegram museum discovery candidate 044,,https://tgstat.ru/search?query=museum+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram museum sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_075,telegram,Telegram heritage discovery candidate 045,,https://tgstat.ru/search?query=heritage+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram heritage sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_076,telegram,Telegram travel discovery candidate 046,,https://tgstat.ru/search?query=travel+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram travel sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_077,telegram,Telegram route discovery candidate 047,,https://tgstat.ru/search?query=route+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram route sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_078,telegram,Telegram photo discovery candidate 048,,https://tgstat.ru/search?query=photo+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram photo sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_079,telegram,Telegram russia_travel discovery candidate 049,,https://tgstat.ru/search?query=russia_travel+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram russia_travel sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_080,telegram,Telegram author discovery candidate 050,,https://tgstat.ru/search?query=author+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,author_channel,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram author sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_081,telegram,Telegram nature discovery candidate 051,,https://tgstat.ru/search?query=nature+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram nature sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_082,telegram,Telegram architecture discovery candidate 052,,https://tgstat.ru/search?query=architecture+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram architecture sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_083,telegram,Telegram history discovery candidate 053,,https://tgstat.ru/search?query=history+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram history sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_084,telegram,Telegram weekend discovery candidate 054,,https://tgstat.ru/search?query=weekend+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram weekend sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_085,telegram,Telegram roadtrip discovery candidate 055,,https://tgstat.ru/search?query=roadtrip+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram roadtrip sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
